WineID,Type,FixedAcidity,VolatileAcidity,CitricAcid,ResidualSugar,Chlorides,FreeSulfurDioxide,TotalSulfurDioxide,Density,pH,Sulphates,Alcohol,Quality
2779,White,6.42,0.29,0.24,12.77,0.012,40.7,190.2,0.9966,3.11,0.65,11.24,7
2780,White,7.23,0.31,0.2,4.79,0.02,2.0,125.1,0.9928,3.05,0.48,12.36,7
2781,White,6.19,0.3,0.31,7.97,0.016,41.4,121.9,0.9879,3.0,0.7,11.51,6
2782,White,6.69,0.21,0.43,9.61,0.038,61.4,211.5,0.9959,3.13,0.38,12.43,8
2783,White,6.03,0.33,0.25,9.59,0.075,2.0,192.5,0.9984,3.1,0.47,11.68,6
2784,White,7.3,0.44,0.19,11.14,0.038,6.8,161.0,0.9943,3.3,0.63,10.85,6
2785,White,7.8,0.35,0.25,6.41,0.01,34.5,145.9,0.9848,2.99,0.64,11.6,6
2786,White,4.24,0.34,0.32,0.6,0.069,17.6,136.9,0.9967,2.91,0.55,12.74,7
2787,White,6.61,0.44,0.15,10.13,0.042,10.4,186.6,0.9904,3.15,0.59,11.57,7
2788,White,5.46,0.47,0.32,5.7,0.037,27.1,60.8,0.9925,3.16,0.6,12.36,6
2789,White,7.64,0.47,0.29,8.59,0.051,33.2,14.5,0.9922,3.13,0.44,10.52,5
2790,White,5.85,0.28,0.31,8.71,0.054,54.3,141.7,0.9944,3.11,0.37,12.64,7
2791,White,7.62,0.12,0.66,10.07,0.009,36.7,176.1,0.994,3.04,0.31,9.36,5
2792,White,6.53,0.1,0.24,5.69,0.066,40.9,94.8,0.9945,3.1,0.43,10.69,7
2793,White,5.99,0.34,0.39,2.62,0.074,18.0,193.0,0.9936,2.95,0.22,10.91,6
2794,White,6.48,0.1,0.51,7.5,0.078,47.1,147.6,0.9944,3.26,0.4,12.04,6
2795,White,8.18,0.19,0.23,1.69,0.011,43.1,93.1,0.9964,3.19,0.38,10.62,6
2796,White,7.17,0.29,0.26,8.02,0.054,72.1,130.9,0.9915,3.12,0.44,10.24,7
2797,White,6.59,0.21,0.44,7.63,0.025,39.6,135.4,0.9941,3.09,0.27,11.25,6
2798,White,7.87,0.4,0.35,3.94,0.067,39.2,113.2,0.9948,3.14,0.54,12.8,5
2799,White,9.18,0.54,0.39,2.38,0.044,57.8,189.2,0.9974,3.06,0.46,11.16,6
2800,White,6.92,0.36,0.32,7.8,0.01,34.8,109.3,0.9982,3.14,0.48,11.2,5
2801,White,6.93,0.3,0.36,9.57,0.098,68.1,103.5,0.9945,3.06,0.4,9.76,5
2802,White,7.5,0.34,0.18,4.4,0.017,19.9,128.2,0.9963,2.84,0.46,11.94,5
2803,White,8.13,0.33,0.48,11.21,0.056,38.4,67.0,0.9968,3.24,0.35,10.9,6
2804,White,7.14,0.27,0.28,0.6,0.015,74.4,112.9,0.992,2.97,0.62,10.7,6
2805,White,6.16,0.33,0.17,5.31,0.036,30.4,142.5,0.9963,2.96,0.46,11.15,5
2806,White,6.67,0.22,0.36,1.2,0.036,60.2,120.7,0.9945,3.15,0.55,11.8,7
2807,White,7.03,0.18,0.41,0.82,0.035,22.7,91.3,0.9947,3.36,0.53,10.5,6
2808,White,8.18,0.35,0.35,2.0,0.03,33.9,91.6,0.9939,3.19,0.42,10.27,6
2809,White,6.52,0.15,0.45,6.98,0.058,26.5,169.1,0.9916,3.18,0.45,10.16,7
2810,White,6.76,0.33,0.32,10.31,0.086,30.1,145.0,0.9895,3.22,0.41,10.27,5
2811,White,6.3,0.11,0.13,4.94,0.078,12.8,193.0,0.9945,3.27,0.48,12.66,6
2812,White,6.39,0.3,0.36,5.87,0.043,53.5,119.8,0.9927,3.42,0.58,12.1,5
2813,White,5.71,0.36,0.58,0.6,0.083,35.4,143.8,0.9965,3.31,0.41,10.39,5
2814,White,7.01,0.29,0.35,9.83,0.024,41.8,112.5,0.9871,3.29,0.53,9.55,4
2815,White,7.56,0.26,0.3,4.34,0.064,34.0,60.1,0.9926,3.0,0.76,9.97,6
2816,White,7.9,0.36,0.32,13.2,0.072,31.8,155.5,0.9913,3.29,0.37,12.12,6
2817,White,6.48,0.26,0.08,8.19,0.009,25.1,133.0,0.9879,3.17,0.59,11.25,7
2818,White,6.83,0.2,0.44,8.18,0.054,11.3,180.8,0.9888,2.86,0.71,11.78,5
2819,White,6.53,0.11,0.14,9.24,0.023,8.4,181.2,0.9944,3.12,0.42,9.03,5
2820,White,6.09,0.24,0.21,7.37,0.051,49.5,150.7,0.9982,3.05,0.39,11.93,7
2821,White,6.94,0.08,0.2,10.26,0.051,37.2,185.7,0.9975,3.14,0.45,10.99,7
2822,White,6.55,0.29,0.34,4.02,0.071,44.0,128.4,0.999,3.16,0.31,10.9,7
2823,White,7.48,0.17,0.31,11.56,0.035,52.8,30.4,0.9955,3.44,0.47,10.94,7
2824,White,7.9,0.37,0.27,9.13,0.013,48.8,152.3,0.9924,3.21,0.64,11.19,5
2825,White,6.5,0.33,0.4,13.64,0.053,35.0,126.4,0.9964,3.33,0.34,11.51,6
2826,White,8.12,0.23,0.05,6.86,0.047,42.7,150.8,0.9926,3.28,0.52,10.05,5
2827,White,7.42,0.28,0.42,8.38,0.036,38.5,152.7,0.9944,3.15,0.35,11.43,6
2828,White,7.65,0.22,0.23,0.6,0.055,30.9,130.3,0.9955,3.23,0.74,11.88,6
2829,White,5.1,0.13,0.38,0.72,0.028,23.7,159.6,0.9952,3.26,0.46,12.32,6
2830,White,6.78,0.23,0.36,0.6,0.016,44.0,103.9,0.9979,3.34,0.3,12.34,7
2831,White,6.64,0.21,0.25,12.42,0.024,33.6,129.4,0.9923,3.26,0.33,13.43,7
2832,White,8.15,0.31,0.57,2.71,0.044,64.8,189.5,0.9943,3.04,0.58,12.11,5
2833,White,5.93,0.16,0.31,16.04,0.059,24.1,178.0,0.9886,2.96,0.63,10.73,5
2834,White,6.86,0.36,0.37,7.7,0.08,42.5,121.0,0.9932,3.3,0.52,11.44,6
2835,White,5.46,0.3,0.16,3.41,0.009,40.5,117.0,0.9971,3.14,0.53,11.98,6
2836,White,7.87,0.19,0.39,4.45,0.049,35.6,228.8,0.9919,3.19,0.43,10.9,6
2837,White,6.34,0.34,0.29,12.18,0.038,35.1,222.7,0.9942,2.88,0.3,10.65,7
2838,White,6.11,0.19,0.32,7.6,0.056,41.3,149.0,0.9982,3.47,0.27,11.64,6
2839,White,8.09,0.26,0.15,8.9,0.054,12.1,119.0,0.996,3.05,0.51,10.51,5
2840,White,7.76,0.22,0.37,4.52,0.044,29.8,173.7,0.9918,3.2,0.61,10.07,5
2841,White,6.94,0.16,0.32,11.25,0.051,17.7,117.5,0.992,3.0,0.71,13.25,7
2842,White,7.13,0.37,0.25,0.6,0.072,45.2,231.2,0.9912,2.95,0.53,10.67,6
2843,White,7.27,0.4,0.43,0.6,0.063,22.1,187.9,0.9887,3.18,0.43,11.17,7
2844,White,5.71,0.34,0.16,18.05,0.009,32.2,195.8,0.9939,2.93,0.52,10.48,6
2845,White,8.79,0.25,0.32,16.14,0.028,16.9,115.8,0.9932,2.73,0.4,11.03,7
2846,White,7.22,0.33,0.29,5.52,0.092,44.1,136.5,0.9899,3.32,0.42,10.62,6
2847,White,8.46,0.45,0.41,11.97,0.049,19.1,176.7,0.9932,3.25,0.65,12.06,6
2848,White,7.16,0.33,0.42,9.24,0.048,46.4,128.2,0.9934,3.01,0.42,11.19,6
2849,White,7.02,0.18,0.14,1.78,0.032,33.3,79.2,0.9955,3.25,0.57,10.29,7
2850,White,6.57,0.26,0.57,5.06,0.009,19.9,162.8,0.9933,3.14,0.73,12.05,6
2851,White,5.86,0.34,0.41,7.03,0.033,81.3,192.1,0.9951,3.15,0.35,9.74,6
2852,White,4.8,0.3,0.56,1.77,0.034,41.5,147.6,0.9984,3.23,0.45,12.33,6
2853,White,6.66,0.2,0.35,9.07,0.044,46.5,97.2,0.9952,3.24,0.62,11.79,7
2854,White,7.0,0.35,0.54,11.68,0.039,12.5,132.5,0.9915,3.27,0.33,11.32,7
2855,White,7.16,0.18,0.51,5.67,0.049,29.8,159.4,0.9972,3.19,0.54,10.15,5
2856,White,6.72,0.14,0.45,10.88,0.029,25.2,136.1,0.9889,3.22,0.28,11.11,7
2857,White,6.01,0.35,0.35,8.59,0.096,7.2,117.7,0.9899,3.1,0.4,11.51,3
2858,White,7.65,0.22,0.14,11.57,0.071,11.0,143.6,0.9952,3.35,0.48,10.96,5
2859,White,7.35,0.52,0.56,2.48,0.036,22.9,162.1,0.9949,3.21,0.74,11.59,6
2860,White,4.62,0.33,0.35,5.44,0.03,42.4,145.6,0.9955,3.28,0.51,10.58,6
2861,White,7.72,0.15,0.27,5.27,0.074,40.3,148.9,0.9931,3.17,0.65,11.34,6
2862,White,5.71,0.38,0.6,0.6,0.038,39.8,102.4,0.9938,3.52,0.43,12.03,7
2863,White,5.47,0.25,0.36,8.51,0.055,53.2,123.8,0.9951,2.96,0.56,11.26,6
2864,White,5.64,0.32,0.38,12.07,0.058,39.3,19.2,0.9884,3.16,0.36,11.22,7
2865,White,7.04,0.26,0.37,0.6,0.044,23.0,227.1,0.9921,2.95,0.61,10.74,6
2866,White,7.2,0.12,0.26,13.16,0.027,39.0,171.9,0.9966,3.13,0.47,10.34,6
2867,White,6.28,0.15,0.22,2.06,0.045,32.1,203.1,0.9918,3.05,0.36,12.8,6
2868,White,7.45,0.35,0.27,4.31,0.024,41.2,204.2,0.9953,3.28,0.48,11.39,5
2869,White,6.3,0.08,0.33,22.82,0.071,2.0,124.8,0.9867,3.17,0.28,9.92,5
2870,White,5.13,0.3,0.63,6.69,0.047,33.9,132.3,0.9927,3.08,0.45,11.77,7
2871,White,6.48,0.36,0.38,0.84,0.044,16.2,66.4,0.9962,3.27,0.54,11.28,5
2872,White,5.85,0.35,0.26,11.99,0.049,2.7,199.7,0.9964,3.16,0.43,10.66,6
2873,White,6.18,0.31,0.4,0.6,0.048,90.8,53.2,0.9962,3.4,0.4,10.86,6
2874,White,7.41,0.25,0.21,2.26,0.027,46.1,171.6,0.9957,2.97,0.53,10.33,6
2875,White,7.18,0.43,0.45,0.6,0.043,28.6,126.9,0.9958,3.33,0.5,11.34,5
2876,White,6.29,0.09,0.28,9.76,0.044,43.6,119.1,0.9924,3.1,0.49,12.03,7
2877,White,6.21,0.24,0.21,2.6,0.03,40.9,151.1,0.9949,3.04,0.51,11.44,6
2878,White,7.86,0.32,0.34,0.6,0.042,32.7,145.1,0.9979,3.24,0.62,11.68,5
2879,White,7.29,0.28,0.46,8.84,0.103,32.4,126.6,0.995,3.32,0.51,10.18,5
2880,White,5.97,0.17,0.39,8.24,0.06,69.5,184.0,0.9985,3.17,0.55,11.11,6
2881,White,6.74,0.37,0.33,8.5,0.03,71.8,140.7,0.9919,3.36,0.56,12.77,7
2882,White,7.29,0.31,0.31,6.19,0.016,7.7,214.5,0.9938,3.25,0.48,11.22,7
2883,White,7.63,0.23,0.42,9.04,0.051,41.8,187.3,0.9906,3.3,0.36,10.45,6
2884,White,6.9,0.28,0.26,5.65,0.048,21.7,184.9,0.9916,3.27,0.49,10.4,6
2885,White,7.36,0.32,0.58,9.04,0.046,43.5,113.5,0.9839,3.1,0.44,12.48,5
2886,White,7.18,0.2,0.1,2.06,0.052,43.9,153.8,0.9931,3.03,0.52,8.39,5
2887,White,7.72,0.31,0.33,0.71,0.069,52.8,145.2,0.9938,3.46,0.42,10.66,5
2888,White,6.92,0.37,0.48,10.1,0.061,58.3,117.3,0.9937,3.28,0.47,12.65,7
2889,White,6.11,0.43,0.13,0.6,0.046,71.7,152.1,0.995,2.93,0.58,9.32,6
2890,White,6.86,0.37,0.32,6.96,0.031,58.5,175.1,0.9971,3.11,0.45,11.97,6
2891,White,5.8,0.17,0.25,5.35,0.055,28.1,152.0,0.9978,3.14,0.5,11.2,6
2892,White,5.41,0.23,0.28,6.92,0.06,35.2,123.7,0.994,2.95,0.62,13.03,7
2893,White,6.23,0.29,0.3,9.31,0.015,49.7,201.3,0.9939,3.23,0.56,9.06,5
2894,White,6.83,0.35,0.72,5.06,0.036,32.1,97.9,0.9924,3.06,0.39,10.82,6
2895,White,7.06,0.3,0.26,12.86,0.052,56.0,148.8,0.9907,3.0,0.41,11.45,6
2896,White,5.68,0.43,0.29,9.58,0.013,42.7,59.5,0.9915,3.13,0.57,11.04,6
2897,White,8.76,0.22,0.2,16.26,0.009,15.0,164.5,0.9931,2.81,0.43,11.39,6
2898,White,6.98,0.24,0.29,4.81,0.088,47.2,172.4,0.9957,3.33,0.51,11.85,5
2899,White,5.41,0.23,0.43,4.44,0.081,55.8,114.0,0.9943,3.16,0.7,11.14,5
2900,White,6.73,0.18,0.45,8.97,0.036,33.9,171.5,0.9922,3.17,0.46,12.08,6
2901,White,6.99,0.34,0.2,6.02,0.04,54.6,102.7,0.9882,3.44,0.33,10.22,5
2902,White,7.07,0.22,0.34,4.23,0.026,41.0,131.3,0.9945,3.22,0.49,11.09,6
2903,White,8.5,0.33,0.42,8.18,0.051,21.0,157.1,0.9931,3.19,0.55,10.16,4
2904,White,6.98,0.5,0.21,6.49,0.041,2.0,131.9,0.9922,2.86,0.5,9.86,4
2905,White,8.12,0.37,0.32,0.6,0.046,23.9,78.8,0.9955,3.16,0.46,11.54,6
2906,White,6.67,0.16,0.11,13.69,0.055,31.9,125.2,0.9959,3.23,0.57,11.89,7
2907,White,7.13,0.44,0.39,5.34,0.045,36.3,189.1,0.9919,3.31,0.51,12.47,7
2908,White,6.55,0.36,0.08,8.74,0.073,44.7,39.4,0.9937,3.25,0.61,9.34,6
2909,White,7.09,0.18,0.26,3.13,0.044,24.3,130.2,0.9936,3.24,0.34,11.62,6
2910,White,7.09,0.42,0.46,8.77,0.057,48.2,142.7,0.9943,3.0,0.33,10.53,6
2911,White,7.15,0.33,0.36,3.33,0.053,16.6,176.3,0.993,3.11,0.63,11.34,7
2912,White,6.02,0.23,0.29,14.4,0.052,27.3,140.5,0.9941,3.11,0.69,11.76,6
2913,White,6.8,0.33,0.48,6.55,0.045,30.5,107.3,0.9973,3.11,0.55,9.39,4
2914,White,5.47,0.3,0.5,8.29,0.009,54.4,155.5,0.996,3.16,0.39,11.54,6
2915,White,6.24,0.21,0.2,14.52,0.051,5.8,120.9,0.9942,3.11,0.65,9.02,5
2916,White,6.03,0.3,0.35,5.85,0.031,8.5,165.5,0.994,3.21,0.62,10.72,7
2917,White,7.0,0.27,0.33,13.41,0.068,15.6,183.3,0.9946,3.18,0.32,10.78,5
2918,White,7.47,0.08,0.44,4.93,0.043,55.3,142.7,0.9981,3.24,0.34,12.22,7
2919,White,7.4,0.19,0.16,9.07,0.047,17.7,125.8,0.9963,3.31,0.53,10.62,5
2920,White,7.03,0.4,0.4,2.38,0.035,59.8,160.1,0.9944,3.32,0.67,10.9,5
2921,White,6.95,0.32,0.43,1.81,0.012,18.1,112.6,0.9927,3.43,0.61,10.02,6
2922,White,8.74,0.26,0.32,7.5,0.024,57.3,142.2,0.993,3.19,0.47,11.73,6
2923,White,6.25,0.31,0.27,7.46,0.034,26.0,132.9,0.9924,3.18,0.57,10.93,6
2924,White,6.63,0.34,0.3,1.62,0.044,59.1,85.0,0.9998,3.34,0.67,12.55,5
2925,White,7.45,0.1,0.19,7.81,0.065,47.2,112.7,0.9963,3.27,0.55,9.53,5
2926,White,6.75,0.39,0.45,5.89,0.026,35.1,103.2,0.9966,3.08,0.48,11.35,6
2927,White,8.72,0.32,0.43,9.74,0.027,31.6,183.4,0.9935,3.04,0.43,11.21,5
2928,White,6.65,0.21,0.15,0.6,0.028,17.6,171.9,0.994,3.23,0.49,9.87,5
2929,White,7.51,0.29,0.33,10.09,0.06,30.1,175.9,0.9947,3.29,0.54,10.76,6
2930,White,5.96,0.22,0.47,13.97,0.017,4.8,144.4,0.994,3.28,0.22,12.1,7
2931,White,7.87,0.25,0.33,0.77,0.009,46.0,107.9,0.9926,3.01,0.53,10.26,6
2932,White,6.3,0.22,0.21,5.47,0.037,4.9,158.3,0.9905,3.19,0.44,11.53,6
2933,White,6.38,0.56,0.33,7.72,0.068,20.3,166.9,0.9966,3.25,0.5,9.84,5
2934,White,7.1,0.27,0.23,13.07,0.021,51.8,73.0,0.9938,3.08,0.29,10.8,6
2935,White,7.91,0.27,0.02,5.04,0.046,2.0,113.2,0.9938,2.81,0.4,9.33,4
2936,White,5.41,0.29,0.49,11.04,0.029,45.0,172.6,0.9912,3.09,0.44,11.9,6
2937,White,7.42,0.15,0.46,9.87,0.067,30.0,89.9,0.9952,3.16,0.63,11.03,6
2938,White,7.28,0.34,0.53,0.6,0.072,61.0,148.8,0.999,3.2,0.5,11.62,5
2939,White,8.57,0.35,0.33,6.89,0.029,12.8,153.1,0.9918,3.34,0.45,11.41,8
2940,White,6.19,0.42,0.57,14.59,0.02,19.5,131.5,0.9898,3.34,0.43,11.27,7
2941,White,6.13,0.31,0.32,7.39,0.089,22.6,188.0,0.9955,3.22,0.57,10.73,6
2942,White,5.64,0.38,0.42,0.94,0.069,21.6,141.5,0.9914,3.06,0.52,9.99,5
2943,White,8.17,0.34,0.27,0.6,0.068,43.5,141.9,0.9923,2.78,0.41,11.58,6
2944,White,4.83,0.4,0.42,6.49,0.031,48.6,142.4,0.9968,3.13,0.59,10.47,5
2945,White,8.15,0.27,0.25,7.55,0.038,51.5,117.3,0.9951,3.43,0.52,10.7,6
2946,White,6.88,0.32,0.28,6.8,0.049,28.8,277.0,0.9944,3.17,0.45,11.46,5
2947,White,7.4,0.39,0.5,1.35,0.032,63.7,139.0,0.9948,3.31,0.57,12.98,7
2948,White,6.94,0.24,0.22,7.47,0.045,34.0,129.2,0.9962,3.14,0.46,12.42,6
2949,White,6.45,0.37,0.44,0.6,0.052,35.2,210.0,0.9931,3.26,0.65,10.27,6
2950,White,8.33,0.29,0.36,6.0,0.076,48.2,179.6,0.9958,3.46,0.46,10.24,6
2951,White,7.75,0.18,0.42,5.27,0.048,55.6,143.0,0.9955,2.98,0.5,11.81,6
2952,White,7.22,0.19,0.15,4.24,0.055,30.2,135.8,0.9907,3.36,0.58,11.38,6
2953,White,8.31,0.23,0.45,4.8,0.036,28.0,175.1,0.9946,3.14,0.63,11.42,8
2954,White,6.1,0.3,0.2,2.94,0.081,24.3,138.5,0.9953,3.32,0.56,9.68,6
2955,White,6.36,0.36,0.25,17.92,0.04,25.3,147.8,0.9958,3.08,0.63,11.53,6
2956,White,6.36,0.27,0.47,0.6,0.054,32.2,102.2,0.9961,3.11,0.52,10.26,5
2957,White,6.12,0.29,0.39,7.41,0.035,23.7,149.7,0.9967,3.15,0.34,10.87,6
2958,White,6.18,0.4,0.32,3.47,0.041,42.3,193.8,0.9971,3.32,0.6,11.22,6
2959,White,6.67,0.15,0.18,3.75,0.044,25.2,198.5,0.9953,3.14,0.45,11.12,5
2960,White,6.59,0.19,0.25,2.33,0.052,29.3,101.2,0.9928,3.03,0.64,10.46,5
2961,White,5.69,0.36,0.4,6.63,0.012,28.7,120.5,0.9942,3.06,0.54,10.85,3
2962,White,6.63,0.33,0.29,10.85,0.067,39.9,141.7,0.9922,3.12,0.7,10.26,6
2963,White,6.47,0.35,0.46,4.43,0.022,19.0,99.3,0.9925,3.19,0.6,11.93,6
2964,White,7.72,0.09,0.42,6.26,0.043,27.7,145.3,0.9941,3.16,0.79,12.2,8
2965,White,8.27,0.22,0.32,5.51,0.046,39.2,214.3,0.992,3.0,0.22,10.72,5
2966,White,7.28,0.12,0.32,13.25,0.08,65.2,96.1,0.99,3.38,0.43,12.4,6
2967,White,6.51,0.36,0.46,10.55,0.019,31.7,122.8,0.9931,3.08,0.55,10.84,4
2968,White,6.18,0.29,0.66,8.7,0.014,55.0,140.6,0.9971,3.03,0.44,9.79,3
2969,White,5.48,0.23,0.32,1.81,0.018,45.8,84.7,0.9906,3.33,0.34,9.91,5
2970,White,7.42,0.28,0.38,9.47,0.023,47.2,111.8,1.0004,2.82,0.48,9.83,5
2971,White,8.21,0.35,0.45,5.94,0.046,39.2,130.5,0.9874,3.12,0.42,10.77,5
2972,White,5.53,0.43,0.5,8.48,0.072,49.2,45.8,0.997,3.33,0.37,12.84,6
2973,White,7.36,0.17,0.25,2.27,0.046,57.2,148.9,0.9913,3.01,0.62,12.27,6
2974,White,7.0,0.38,0.45,9.24,0.027,53.1,148.1,0.9923,3.04,0.39,10.63,6
2975,White,8.39,0.18,0.31,10.17,0.049,60.7,154.1,0.9908,3.15,0.35,9.93,5
2976,White,5.69,0.34,0.44,8.93,0.025,34.4,97.1,0.998,2.98,0.44,10.4,5
2977,White,5.23,0.29,0.25,5.1,0.029,22.2,117.3,0.9907,2.93,0.71,12.43,6
2978,White,5.63,0.22,0.34,13.34,0.052,58.9,94.0,0.9957,3.16,0.48,11.24,6
2979,White,7.3,0.27,0.58,5.63,0.009,19.9,173.1,0.9941,3.23,0.44,10.71,5
2980,White,7.11,0.34,0.38,7.32,0.066,32.1,167.3,0.9916,2.99,0.39,12.92,5
2981,White,6.5,0.23,0.39,11.05,0.06,11.1,120.9,0.9983,3.1,0.77,11.7,5
2982,White,7.85,0.24,0.37,0.6,0.038,18.0,194.3,0.9911,3.37,0.63,10.6,5
2983,White,6.58,0.14,0.2,13.94,0.012,55.2,171.2,0.9952,3.1,0.52,11.24,5
2984,White,5.58,0.08,0.17,1.06,0.037,48.4,79.3,0.9921,3.14,0.56,12.4,7
2985,White,6.17,0.21,0.51,9.37,0.057,51.4,188.8,0.9941,2.84,0.43,11.64,6
2986,White,7.23,0.2,0.77,3.98,0.068,41.2,87.9,0.9848,2.9,0.22,12.05,6
2987,White,7.23,0.22,0.28,0.6,0.031,32.4,77.3,0.995,2.97,0.38,9.72,5
2988,White,6.68,0.44,0.25,8.86,0.052,2.0,186.8,0.993,3.31,0.51,11.28,6
2989,White,6.65,0.45,0.21,1.33,0.037,21.7,204.5,0.9971,3.23,0.38,11.76,6
2990,White,6.45,0.19,0.41,0.97,0.015,56.5,156.8,0.9926,3.06,0.57,11.43,6
2991,White,6.35,0.36,0.31,0.6,0.079,40.3,95.5,0.9894,3.22,0.51,10.91,5
2992,White,6.78,0.16,0.29,9.0,0.038,18.9,126.3,0.9902,3.12,0.41,11.41,6
2993,White,7.56,0.31,0.23,0.6,0.059,36.2,108.7,0.9965,3.06,0.38,9.19,5
2994,White,6.46,0.45,0.18,2.43,0.036,61.2,178.2,0.9971,3.26,0.48,9.99,6
2995,White,6.97,0.28,0.47,8.66,0.029,23.7,48.3,0.9911,3.1,0.47,10.36,5
2996,White,6.55,0.34,0.33,0.6,0.042,2.0,118.1,0.9953,2.99,0.33,10.86,5
2997,White,7.66,0.35,0.39,0.6,0.068,47.5,98.0,0.9987,3.23,0.67,11.3,5
2998,White,5.45,0.42,0.5,0.6,0.009,48.3,188.5,0.9985,3.1,0.79,8.1,4
2999,White,6.46,0.3,0.47,5.98,0.018,11.7,176.8,0.9962,3.15,0.49,11.37,6
3000,White,7.5,0.21,0.15,0.6,0.029,71.1,172.5,0.9965,3.29,0.62,11.69,5
3001,White,6.7,0.46,0.24,14.75,0.02,42.0,120.5,0.9962,3.47,0.57,11.54,5
3002,White,6.13,0.23,0.48,6.52,0.041,61.3,146.0,0.9949,3.16,0.71,10.09,5
3003,White,6.31,0.5,0.34,7.02,0.046,54.6,165.8,0.9981,3.19,0.68,9.43,5
3004,White,6.75,0.2,0.24,0.6,0.025,45.9,181.1,0.9918,3.05,0.42,9.99,7
3005,White,7.65,0.25,0.19,1.68,0.027,37.1,151.5,0.9972,3.19,0.5,10.87,6
3006,White,7.65,0.33,0.36,5.74,0.03,36.2,81.2,0.9948,3.39,0.59,11.81,6
3007,White,5.51,0.17,0.16,10.27,0.023,33.6,137.3,0.992,3.08,0.37,11.86,6
3008,White,7.36,0.29,0.42,11.46,0.035,64.7,151.3,0.9933,2.98,0.49,12.38,7
3009,White,7.13,0.36,0.18,6.03,0.024,54.4,149.9,0.998,3.27,0.42,11.28,5
3010,White,8.54,0.35,0.23,3.27,0.026,40.6,201.7,0.9891,3.02,0.43,10.79,5
3011,White,7.46,0.18,0.33,4.62,0.054,2.0,138.9,0.9948,3.02,0.59,11.82,6
3012,White,6.99,0.39,0.33,0.6,0.057,29.0,139.1,0.9991,3.11,0.61,10.76,5
3013,White,5.87,0.32,0.5,11.83,0.037,37.0,187.0,0.9927,3.32,0.57,11.43,5
3014,White,6.48,0.33,0.32,4.42,0.065,15.0,211.5,0.9924,3.09,0.41,11.34,7
3015,White,8.3,0.3,0.23,5.63,0.056,47.0,55.5,0.9942,3.22,0.56,13.37,7
3016,White,5.89,0.3,0.42,2.01,0.069,33.9,166.6,0.9906,2.92,0.42,10.77,6
3017,White,8.3,0.45,0.18,0.6,0.035,17.8,85.5,0.9977,3.05,0.3,13.66,7
3018,White,6.59,0.38,0.33,2.9,0.035,53.3,115.4,0.9979,3.12,0.5,10.76,6
3019,White,7.82,0.12,0.27,6.8,0.032,30.7,73.7,0.9993,2.93,0.61,10.82,6
3020,White,5.84,0.23,0.34,7.36,0.048,16.1,133.7,0.9939,3.57,0.5,12.5,7
3021,White,6.9,0.36,0.07,6.59,0.033,31.1,212.2,0.9957,3.16,0.32,12.23,7
3022,White,6.03,0.24,0.37,12.12,0.031,49.7,193.8,0.9935,3.28,0.35,10.8,5
3023,White,6.66,0.35,0.35,14.75,0.049,40.4,195.6,0.9915,3.17,0.4,11.85,7
3024,White,6.79,0.34,0.33,8.13,0.044,26.9,201.2,0.9958,3.15,0.35,10.74,6
3025,White,7.49,0.25,0.18,1.23,0.033,17.6,104.8,0.9905,3.36,0.39,12.15,5
3026,White,6.38,0.32,0.51,7.01,0.049,33.0,135.9,0.9936,3.02,0.51,12.04,6
3027,White,7.44,0.16,0.25,4.62,0.081,50.5,116.0,0.999,3.18,0.31,10.69,5
3028,White,5.31,0.25,0.34,4.36,0.011,46.4,98.1,0.9976,2.89,0.41,10.49,6
3029,White,6.58,0.26,0.31,1.53,0.04,32.1,71.3,0.9931,3.09,0.49,10.16,6
3030,White,8.1,0.08,0.28,6.67,0.035,61.3,116.5,1.0003,2.96,0.48,12.5,7
3031,White,5.49,0.26,0.45,12.61,0.06,49.1,177.3,0.9947,3.44,0.57,11.91,6
3032,White,6.96,0.24,0.47,0.6,0.042,20.3,94.4,0.9957,3.26,0.4,9.64,5
3033,White,6.26,0.42,0.48,15.23,0.031,55.6,104.1,0.9934,3.26,0.67,12.89,8
3034,White,6.55,0.31,0.3,14.45,0.029,34.9,147.5,0.9934,2.98,0.35,9.95,5
3035,White,7.85,0.31,0.31,11.84,0.048,24.8,129.8,0.995,3.33,0.58,10.58,6
3036,White,7.12,0.35,0.36,16.8,0.037,2.4,117.2,0.9932,3.19,0.39,11.78,6
3037,White,7.83,0.29,0.45,3.6,0.04,20.7,170.6,0.9895,3.09,0.59,9.9,7
3038,White,7.06,0.2,0.28,0.6,0.049,24.5,153.0,0.9974,3.23,0.46,12.45,6
3039,White,6.96,0.4,0.58,11.91,0.051,26.0,102.2,0.999,3.28,0.54,10.12,5
3040,White,8.01,0.45,0.48,8.52,0.03,29.2,102.0,0.9957,3.11,0.56,10.17,6
3041,White,4.73,0.4,0.31,4.56,0.009,34.6,76.9,0.9956,3.41,0.37,11.71,7
3042,White,7.67,0.39,0.31,0.6,0.04,47.6,99.7,0.993,3.48,0.45,10.28,5
3043,White,7.73,0.22,0.34,0.6,0.039,62.3,117.7,0.9938,3.45,0.76,11.25,6
3044,White,7.79,0.25,0.39,1.5,0.067,49.4,157.6,0.9931,3.16,0.57,9.78,6
3045,White,5.73,0.08,0.48,0.6,0.044,68.5,89.8,0.9877,3.14,0.47,11.24,5
3046,White,5.3,0.15,0.34,8.73,0.052,34.7,154.3,0.9915,2.97,0.57,10.81,5
